ID,Cidade,Bairro,Tipo,m2,Quartos,Banheiros,Vagas,Preço,Condomínio,IPTU,Latitude,Longitude
568,Juiz de Fora - MG,Bairu,Loja,"1,200",0,12,1,"R$ 4.500,00","R$ 1.025,00","R$ 0,00",-21.7375744,-43.3506203
569,Juiz de Fora - MG,Centro,Apartamento,80,2,2,1,"R$ 900,00","R$ 250,00","R$ 135,37",-21.759859,-43.3467271
570,Juiz de Fora - MG,Costa Carvalho,Ãrea,90,2,1,0,"R$ 950,00","R$ 135,00","R$ 55,00",-21.763468,-43.3319785
571,Juiz de Fora - MG,Manoel Honorio,Apartamento,36,1,1,0,"R$ 700,00","R$ 305,00","R$ 150,00",-21.7435044,-43.3537058
572,Juiz de Fora - MG,Bandeirantes,Apartamento,90,2,1,0,"R$ 990,00","R$ 135,00","R$ 55,00",-21.7215787,-43.3541886
573,Juiz de Fora - MG,Santa Helena,Apartamento,60,2,1,1,"R$ 1.200,00","R$ 0,00","R$ 0,00",-21.7575053,-43.3561412
574,Juiz de Fora - MG,Santa Helena,Apartamento,85,0,1,0,"R$ 1.600,00","R$ 66,00","R$ 150,00",-21.7575053,-43.3561412
575,Juiz de Fora - MG,Centro,Apartamento,0,3,1,0,"R$ 550,00","R$ 0,00","R$ 10,14",-21.759859,-43.3467271
576,Juiz de Fora - MG,Grama,Apartamento,0,3,1,0,"R$ 1.200,00","R$ 0,00","R$ 0,00",-21.6957214,-43.3521846
577,Juiz de Fora - MG,Nossa Senhora Aparecida,Apartamento,50,2,1,0,"R$ 950,00","R$ 189,00","R$ 150,00",-21.7465479,-43.3473422
578,Juiz de Fora - MG,Granbery,Apartamento,0,0,1,0,"R$ 1.000,00","R$ 340,00","R$ 84,00",-21.7675479,-43.3437945
579,Juiz de Fora - MG,Centro,Sala,41,1,1,0,"R$ 650,00","R$ 170,00","R$ 51,96",-21.759859,-43.3467271
580,Juiz de Fora - MG,São Mateus,Loja,50,0,1,0,"R$ 5.990,00","R$ 490,00","R$ 42,50",-21.7735943,-43.3546617
581,Juiz de Fora - MG,Paineiras,Apartamento,32,0,1,0,"R$ 4.990,00","R$ 0,00","R$ 470,00",-21.7657334,-43.3551152
582,Juiz de Fora - MG,Parque Independencia,Casa,45,2,1,1,"R$ 1.000,00","R$ 202,16","R$ 0,00",-21.686268,-43.3552042
583,Juiz de Fora - MG,Santa Helena,Apartamento,60,2,1,0,"R$ 700,00","R$ 0,01","R$ 163,72",-21.7575053,-43.3561412
584,Juiz de Fora - MG,São Mateus,Apartamento,50,0,1,0,"R$ 850,00","R$ 0,00","R$ 0,00",-21.7735943,-43.3546617
585,Juiz de Fora - MG,São Mateus,Apartamento,0,1,1,0,"R$ 700,00","R$ 40,00","R$ 0,00",-21.7735943,-43.3546617
586,Juiz de Fora - MG,Boa Vista,Apartamento,0,0,0,0,"R$ 3.500,00","R$ 0,00","R$ 342,09",-21.7814426,-43.3431172
587,Juiz de Fora - MG,Santa Helena,Apartamento,87,2,3,1,"R$ 900,00","R$ 330,00","R$ 85,51",-21.7575053,-43.3561412
588,Juiz de Fora - MG,São Mateus,Kitnet,67,2,1,1,"R$ 700,00","R$ 190,00","R$ 44,90",-21.7735943,-43.3546617
589,Juiz de Fora - MG,Bom Pastor,Kitnet,65,2,2,1,"R$ 1.100,00","R$ 120,00","R$ 100,00",-21.7768003,-43.3433149
590,Juiz de Fora - MG,Bom Jardim,Apartamento,65,2,2,1,"R$ 1.100,00","R$ 120,00","R$ 100,00",-21.734464,-43.3354923
591,Juiz de Fora - MG,Bom Jardim,Apartamento,45,1,1,1,"R$ 750,00","R$ 280,00",$78,-21.734464,-43.3354923
592,Juiz de Fora - MG,Bom Jardim,Apartamento,35,1,1,0,"R$ 600,00","R$ 280,00","R$ 92,12",-21.734464,-43.3354923
593,Juiz de Fora - MG,Bom Pastor,Apartamento,60,2,2,2,"R$ 1.500,00","R$ 466,00","R$ 190,00",-21.7768003,-43.3433149
594,Juiz de Fora - MG,Centro,Loja,0,2,1,0,"R$ 600,00","R$ 146,72","R$ 0,00",-21.759859,-43.3467271
595,Juiz de Fora - MG,Fontesville,Apartamento,0,1,0,0,"R$ 590,00","R$ 0,00","R$ 63,73",-21.7369233,-43.4102621
596,Juiz de Fora - MG,Mundo Novo,Apartamento,127,2,2,1,"R$ 1.050,00","R$ 180,00","R$ 170,10",-21.7783002,-43.351185
597,Juiz de Fora - MG,Centro,Kitnet,50,0,1,0,"R$ 850,00","R$ 350,00","R$ 110,52",-21.759859,-43.3467271
598,Juiz de Fora - MG,Santa Terezinha,Apartamento,54,0,3,0,"R$ 2.500,00","R$ 0,00","R$ 257,85",-21.7417094,-43.3605186
599,Juiz de Fora - MG,Centro,Sala,1,2,1,0,"R$ 800,00","R$ 140,00","R$ 77,04",-21.759859,-43.3467271
600,Juiz de Fora - MG,Santa Helena,Apartamento,120,2,2,0,"R$ 1.100,00","R$ 0,00","R$ 1.140,00",-21.7575053,-43.3561412
601,Juiz de Fora - MG,Centro,Apartamento,68,2,1,1,"R$ 1.100,00","R$ 165,00","R$ 102,30",-21.759859,-43.3467271
602,Juiz de Fora - MG,Centro,Apartamento,156,3,3,1,"R$ 1.900,00","R$ 700,00","R$ 190,26",-21.759859,-43.3467271
603,Juiz de Fora - MG,São Pedro,Terreno,58,1,1,0,"R$ 900,00","R$ 380,00","R$ 92,26",-21.7708213,-43.3879244
604,Juiz de Fora - MG,Progresso,Casa,116,3,2,1,"R$ 1.700,00","R$ 268,00","R$ 217,49",-21.730895,-43.3464281
605,Juiz de Fora - MG,Parque Independencia,Apartamento,0,3,3,1,"R$ 1.600,00","R$ 330,00","R$ 220,00",-21.686268,-43.3552042
606,Juiz de Fora - MG,Centro,Apartamento,32,1,1,0,"R$ 590,00","R$ 250,00","R$ 70,00",-21.759859,-43.3467271
607,Juiz de Fora - MG,Centro,Loja,30,1,1,0,"R$ 500,00","R$ 210,00","R$ 70,00",-21.759859,-43.3467271
608,Juiz de Fora - MG,Centro,Loja,40,2,1,0,"R$ 500,00","R$ 100,00","R$ 27,42",-21.759859,-43.3467271
609,Juiz de Fora - MG,Benfica,Loja,40,2,1,0,"R$ 500,00","R$ 100,00","R$ 38,40",-21.6902673,-43.4361424
610,Juiz de Fora - MG,Bandeirantes,Apartamento,47,2,1,0,"R$ 550,00","R$ 100,00","R$ 40,18",-21.7215787,-43.3541886
611,Juiz de Fora - MG,Cascatinha,Loja,120,3,2,2,"R$ 1.900,00","R$ 550,00","R$ 204,48",-21.783859,-43.3630935
612,Juiz de Fora - MG,Centro,Apartamento,0,0,1,0,"R$ 8.000,00","R$ 0,00","R$ 573,04",-21.759859,-43.3467271
613,Juiz de Fora - MG,Centro,Loja,76,2,1,1,"R$ 800,00","R$ 70,00","R$ 0,00",-21.759859,-43.3467271
614,Juiz de Fora - MG,Costa Carvalho,Apartamento,127,2,1,1,"R$ 1.100,00","R$ 240,00","R$ 84,66",-21.763468,-43.3319785
615,Juiz de Fora - MG,Jardim Glória,Apartamento,1,1,1,0,"R$ 550,00","R$ 285,00","R$ 103,00",-21.7530822,-43.3579528
616,Juiz de Fora - MG,Bandeirantes,Apartamento,50,2,1,1,"R$ 800,00","R$ 265,00","R$ 72,16",-21.7215787,-43.3541886
617,Juiz de Fora - MG,Santa Helena,Apartamento,24,0,1,0,"R$ 700,00","R$ 70,00","R$ 53,64",-21.7575053,-43.3561412
618,Juiz de Fora - MG,São Mateus,Apartamento,85,3,1,1,"R$ 1.600,00","R$ 100,00","R$ 250,00",-21.7735943,-43.3546617
619,Juiz de Fora - MG,Centro,Apartamento,60,2,1,0,"R$ 850,00","R$ 140,00","R$ 55,00",-21.759859,-43.3467271
620,Juiz de Fora - MG,Democrata,Apartamento,40,1,1,0,"R$ 400,00","R$ 464,00","R$ 114,71",-21.7496425,-43.3686212
621,Juiz de Fora - MG,Centro,Apartamento,0,0,0,0,"R$ 5.500,00","R$ 0,00","R$ 20,00",-21.759859,-43.3467271
622,Juiz de Fora - MG,Centro,Apartamento,0,1,1,0,"R$ 600,00","R$ 0,00","R$ 0,00",-21.759859,-43.3467271
623,Juiz de Fora - MG,Poço Rico,Loja,50,2,1,0,"R$ 590,00","R$ 0,00","R$ 0,00",-21.763706,-43.3392047
624,Juiz de Fora - MG,Alto dos Passos,Sala,45,1,1,0,"R$ 650,00","R$ 280,00","R$ 86,00",-21.7762548,-43.3474599
625,Juiz de Fora - MG,Manoel Honorio,GalpÃ£o,61,0,1,0,"R$ 800,00","R$ 0,00","R$ 121,95",-21.7435044,-43.3537058
626,Juiz de Fora - MG,Manoel Honorio,GalpÃ£o,139,0,2,0,"R$ 12.742,00","R$ 237,60","R$ 584,93",-21.7435044,-43.3537058
627,Juiz de Fora - MG,São Mateus,Flat,40,0,1,0,"R$ 700,00","R$ 0,00","R$ 38,99",-21.7735943,-43.3546617
628,Juiz de Fora - MG,Centro,Apartamento,113,2,1,1,"R$ 1.150,00","R$ 125,00","R$ 156,00",-21.759859,-43.3467271
629,Juiz de Fora - MG,São Mateus,Apartamento,100,0,2,0,"R$ 1.700,00","R$ 0,00","R$ 250,00",-21.7735943,-43.3546617
630,Juiz de Fora - MG,Jardim Glória,Apartamento,210,3,3,1,"R$ 4.000,00","R$ 680,00","R$ 327,40",-21.7530822,-43.3579528
631,Juiz de Fora - MG,São Mateus,Apartamento,62,0,2,0,"R$ 2.500,00","R$ 0,00","R$ 196,18",-21.7735943,-43.3546617
632,Juiz de Fora - MG,Centro,Apartamento,59,2,1,1,"R$ 800,00","R$ 325,00","R$ 57,00",-21.759859,-43.3467271
633,Juiz de Fora - MG,Alto dos Passos,Apartamento,90,2,2,1,"R$ 890,00","R$ 432,49","R$ 138,00",-21.7762548,-43.3474599
634,Juiz de Fora - MG,Jardim Glória,Apartamento,54,2,1,1,"R$ 650,00","R$ 250,00","R$ 63,54",-21.7530822,-43.3579528
635,Juiz de Fora - MG,São Mateus,Apartamento,85,3,2,1,"R$ 1.300,00","R$ 230,00","R$ 161,69",-21.7735943,-43.3546617
636,Juiz de Fora - MG,São Mateus,Apartamento,72,3,1,1,"R$ 1.250,00","R$ 209,00","R$ 89,20",-21.7735943,-43.3546617
637,Juiz de Fora - MG,Centro,Apartamento,120,3,3,0,"R$ 2.700,00","R$ 1.110,00","R$ 301,80",-21.759859,-43.3467271
638,Juiz de Fora - MG,Paineiras,Apartamento,65,2,1,1,"R$ 850,00","R$ 220,00","R$ 78,82",-21.7657334,-43.3551152
639,Juiz de Fora - MG,Centro,Apartamento,600,0,0,0,"R$ 10.000,00","R$ 0,00","R$ 200,00",-21.759859,-43.3467271
640,Juiz de Fora - MG,Centro,Apartamento,118,3,2,1,"R$ 1.700,00","R$ 600,00","R$ 292,11",-21.759859,-43.3467271
641,Juiz de Fora - MG,Cascatinha,Apartamento,33,1,1,0,"R$ 500,00","R$ 327,00","R$ 150,00",-21.783859,-43.3630935
642,Juiz de Fora - MG,Centro,Apartamento,80,0,2,0,"R$ 1.800,00","R$ 0,00","R$ 133,00",-21.759859,-43.3467271
643,Juiz de Fora - MG,Centro,Sala,86,0,1,2,"R$ 2.500,00","R$ 974,59","R$ 245,00",-21.759859,-43.3467271
644,Juiz de Fora - MG,São Mateus,Flat,376,0,2,0,"R$ 8.600,00","R$ 0,00","R$ 310,00",-21.7735943,-43.3546617
645,Juiz de Fora - MG,Centro,Loja,550,0,2,0,"R$ 3.000,00","R$ 0,00","R$ 250,00",-21.759859,-43.3467271
646,Juiz de Fora - MG,São Mateus,Loja,0,1,1,1,"R$ 1.500,00","R$ 280,00","R$ 0,00",-21.7735943,-43.3546617
647,Juiz de Fora - MG,Bandeirantes,Apartamento,35,1,1,0,"R$ 480,00","R$ 250,00","R$ 75,00",-21.7215787,-43.3541886
648,Juiz de Fora - MG,Alto dos Passos,Apartamento,86,2,1,1,"R$ 890,00","R$ 200,00","R$ 129,42",-21.7762548,-43.3474599
649,Juiz de Fora - MG,Centro,Loja,73,2,2,1,"R$ 1.200,00","R$ 425,00","R$ 119,00",-21.759859,-43.3467271
650,Juiz de Fora - MG,Centro,Loja,77,2,1,1,"R$ 1.300,00","R$ 150,00","R$ 101,00",-21.759859,-43.3467271
651,Juiz de Fora - MG,Centro,Sala,56,1,1,1,"R$ 650,00","R$ 468,85","R$ 128,62",-21.759859,-43.3467271
652,Juiz de Fora - MG,Cascatinha,Apartamento,75,2,1,1,"R$ 1.100,00","R$ 250,00","R$ 77,00",-21.783859,-43.3630935
653,Juiz de Fora - MG,Laranjeiras,Apartamento,73,2,2,1,"R$ 1.000,00","R$ 543,41","R$ 135,00",-21.7528915,-43.2762786
654,Juiz de Fora - MG,Centro,Kitnet,95,3,2,0,"R$ 1.100,00","R$ 250,00","R$ 151,00",-21.759859,-43.3467271
655,Juiz de Fora - MG,Granbery,Apartamento,65,2,1,1,"R$ 950,00","R$ 200,00","R$ 112,77",-21.7675479,-43.3437945
656,Juiz de Fora - MG,Centro,Apartamento,45,1,1,0,"R$ 700,00","R$ 300,00","R$ 95,00",-21.759859,-43.3467271
657,Juiz de Fora - MG,Ipiranga,Casa,91,2,1,1,"R$ 700,00","R$ 248,16","R$ 97,77",-21.7910828,-43.3505054
658,Juiz de Fora - MG,Alto dos Passos,Apartamento,49,1,1,0,"R$ 700,00","R$ 340,00","R$ 117,49",-21.7762548,-43.3474599
659,Juiz de Fora - MG,Paineiras,Sala,50,1,1,1,"R$ 1.600,00","R$ 392,39","R$ 187,12",-21.7657334,-43.3551152
660,Juiz de Fora - MG,São Mateus,Loja,99,2,2,2,"R$ 1.300,00","R$ 240,00","R$ 150,00",-21.7735943,-43.3546617
661,Juiz de Fora - MG,São Mateus,Loja,60,2,2,0,"R$ 1.050,00","R$ 0,00","R$ 0,00",-21.7735943,-43.3546617
662,Juiz de Fora - MG,Paineiras,Sala,0,0,0,0,"R$ 650,00","R$ 340,00","R$ 0,00",-21.7657334,-43.3551152
663,Juiz de Fora - MG,Paineiras,Loja,0,1,1,1,"R$ 1.500,00","R$ 200,00","R$ 0,00",-21.7657334,-43.3551152
664,Juiz de Fora - MG,Paineiras,Loja,0,0,1,0,"R$ 800,00","R$ 100,00","R$ 112,00",-21.7657334,-43.3551152
665,Juiz de Fora - MG,Centro,Apartamento,350,0,0,0,"R$ 8.000,00","R$ 0,00","R$ 270,00",-21.759859,-43.3467271
666,Juiz de Fora - MG,Bairu,Apartamento,92,2,1,0,"R$ 850,00","R$ 174,00","R$ 96,19",-21.7375744,-43.3506203
667,Juiz de Fora - MG,Parque Independencia,Casa,81,3,2,1,"R$ 1.600,00","R$ 250,00","R$ 100,00",-21.686268,-43.3552042
668,Juiz de Fora - MG,Jardim Glória,Apartamento,19,0,1,0,"R$ 1.000,00","R$ 428,14","R$ 60,00",-21.7530822,-43.3579528
669,Juiz de Fora - MG,Centro,Apartamento,20,0,0,0,"R$ 900,00","R$ 274,00","R$ 66,00",-21.759859,-43.3467271
670,Juiz de Fora - MG,São Pedro,Loja,53,0,1,0,"R$ 1.200,00","R$ 0,00","R$ 143,00",-21.7708213,-43.3879244
671,Juiz de Fora - MG,Aeroporto,Loja,72,2,1,1,"R$ 1.000,00","R$ 268,00","R$ 103,20",-21.785598,-43.3823725
672,Juiz de Fora - MG,Centro,Apartamento,87,2,0,1,"R$ 950,00","R$ 300,00","R$ 130,00",-21.759859,-43.3467271
673,Juiz de Fora - MG,Jardim de Ala,Apartamento,127,3,1,1,"R$ 1.100,00","R$ 0,00","R$ 142,84",-21.7922414,-43.3473574
674,Juiz de Fora - MG,Morro da Glória,Loja,40,1,0,0,"R$ 650,00","R$ 350,00","R$ 66,62",-21.7491916,-43.354837
675,Juiz de Fora - MG,Centro,Apartamento,73,2,1,0,"R$ 1.000,00","R$ 220,00","R$ 103,10",-21.759859,-43.3467271
676,Juiz de Fora - MG,Granbery,Apartamento,76,2,2,0,"R$ 1.000,00","R$ 320,00","R$ 132,00",-21.7675479,-43.3437945
677,Juiz de Fora - MG,Bom Pastor,Loja,75,1,1,0,"R$ 720,00","R$ 0,00","R$ 0,00",-21.7768003,-43.3433149
678,Juiz de Fora - MG,São Mateus,Loja,76,1,1,1,"R$ 1.200,00","R$ 279,00","R$ 143,38",-21.7735943,-43.3546617
679,Juiz de Fora - MG,Passos,Loja,416,0,1,0,"R$ 6.000,00","R$ 1.813,00","R$ 981,56",-21.7762548,-43.3474599
680,Juiz de Fora - MG,Centro,GalpÃ£o,26,0,1,0,"R$ 750,00","R$ 124,04","R$ 76,68",-21.759859,-43.3467271
681,Juiz de Fora - MG,Fontesville,Apartamento,26,0,1,0,"R$ 750,00","R$ 124,04","R$ 76,68",-21.7369233,-43.4102621
682,Juiz de Fora - MG,Centro,Apartamento,372,0,1,0,"R$ 4.500,00","R$ 1.464,00","R$ 809,13",-21.759859,-43.3467271
683,Juiz de Fora - MG,Centro,Apartamento,372,0,1,0,"R$ 4.500,00","R$ 1.464,00","R$ 809,13",-21.759859,-43.3467271
684,Juiz de Fora - MG,Centro,Apartamento,416,0,1,0,"R$ 6.000,00","R$ 1.813,00","R$ 981,56",-21.759859,-43.3467271
685,Juiz de Fora - MG,Passos,Loja,49,2,1,0,"R$ 980,00","R$ 0,00","R$ 35,00",-21.7762548,-43.3474599
686,Juiz de Fora - MG,Centro,Loja,110,3,2,0,"R$ 1.300,00","R$ 0,00","R$ 136,77",-21.759859,-43.3467271
687,Juiz de Fora - MG,Ipiranga,Apartamento,57,2,2,1,"R$ 1.100,00","R$ 0,00","R$ 14,00",-21.7910828,-43.3505054
688,Juiz de Fora - MG,Alto dos Passos,Apartamento,75,2,1,0,"R$ 890,00","R$ 180,00","R$ 98,52",-21.7762548,-43.3474599
689,Juiz de Fora - MG,Santa Helena,Apartamento,63,2,1,0,"R$ 950,00","R$ 150,00","R$ 192,16",-21.7575053,-43.3561412
690,Juiz de Fora - MG,Centro,Apartamento,78,0,1,0,"R$ 1.900,00","R$ 0,00","R$ 100,00",-21.759859,-43.3467271
691,Juiz de Fora - MG,Paineiras,Apartamento,70,0,1,0,"R$ 980,00","R$ 0,00","R$ 100,00",-21.7657334,-43.3551152
692,Juiz de Fora - MG,Joquei Clube,Apartamento,226,4,1,3,"R$ 4.100,00","R$ 1.100,00","R$ 449,00",-21.7258339,-43.397439
693,Juiz de Fora - MG,Joquei Clube,Apartamento,53,2,1,0,"R$ 450,00","R$ 80,00","R$ 0,00",-21.7258339,-43.397439
694,Juiz de Fora - MG,Francisco Bernardino,Apartamento,690,0,2,0,"R$ 8.500,00","R$ 0,00","R$ 578,32",-21.73497,-43.3982458
695,Juiz de Fora - MG,Santa Terezinha,Loja,42,1,1,1,"R$ 1.150,00","R$ 300,00","R$ 175,03",-21.7417094,-43.3605186
696,Juiz de Fora - MG,Estrela Sul,Loja,78,3,1,1,"R$ 1.100,00","R$ 167,22","R$ 100,80",-21.7853626,-43.3546328
697,Juiz de Fora - MG,Passos,Loja,50,0,0,1,"R$ 800,00","R$ 374,00","R$ 100,00",-21.7762548,-43.3474599
698,Juiz de Fora - MG,Santa Helena,Apartamento,40,0,1,0,"R$ 1.000,00","R$ 80,00","R$ 100,00",-21.7575053,-43.3561412
699,Juiz de Fora - MG,Bandeirantes,Apartamento,150,0,1,0,"R$ 5.900,00","R$ 0,00","R$ 350,00",-21.7215787,-43.3541886
700,Juiz de Fora - MG,Centro,Apartamento,"1,000",0,2,0,"R$ 7.000,00","R$ 0,00","R$ 598,00",-21.759859,-43.3467271
701,Juiz de Fora - MG,Francisco Bernardino,Apartamento,65,2,1,1,"R$ 790,00","R$ 0,00","R$ 0,00",-21.73497,-43.3982458
702,Juiz de Fora - MG,Joquei Clube,Casa,45,1,1,0,"R$ 750,00","R$ 295,00","R$ 115,00",-21.7258339,-43.397439
703,Juiz de Fora - MG,Paineiras,Apartamento,45,1,1,0,"R$ 750,00","R$ 295,00","R$ 115,00",-21.7657334,-43.3551152
704,Juiz de Fora - MG,São Pedro,Apartamento,40,1,1,0,"R$ 400,00","R$ 437,00","R$ 85,00",-21.7708213,-43.3879244
705,Juiz de Fora - MG,Paineiras,Apartamento,147,0,2,0,"R$ 8.000,00","R$ 0,00","R$ 248,40",-21.7657334,-43.3551152
706,Juiz de Fora - MG,Manoel Honorio,Apartamento,0,0,2,0,"R$ 3.000,00","R$ 0,00","R$ 449,61",-21.7435044,-43.3537058
707,Juiz de Fora - MG,Alto dos Passos,Apartamento,80,2,2,1,"R$ 750,00","R$ 150,00","R$ 107,00",-21.7762548,-43.3474599
708,Juiz de Fora - MG,Paineiras,Apartamento,60,2,1,1,"R$ 650,00","R$ 250,00","R$ 144,25",-21.7657334,-43.3551152
709,Juiz de Fora - MG,Centro,Loja,63,3,2,0,"R$ 1.000,00","R$ 220,00","R$ 115,00",-21.759859,-43.3467271
710,Juiz de Fora - MG,Cascatinha,Apartamento,0,1,1,0,"R$ 600,00","R$ 350,00","R$ 88,79",-21.783859,-43.3630935
711,Juiz de Fora - MG,Centro,Loja,78,3,1,2,"R$ 1.000,00","R$ 255,00","R$ 140,00",-21.759859,-43.3467271
712,Juiz de Fora - MG,Bom Pastor,Apartamento,60,2,1,0,"R$ 750,00","R$ 80,00","R$ 0,00",-21.7768003,-43.3433149
713,Juiz de Fora - MG,Centro,Loja,60,2,1,0,"R$ 700,00","R$ 50,00","R$ 66,00",-21.759859,-43.3467271
714,Juiz de Fora - MG,Benfica,Loja,70,2,1,0,"R$ 690,00","R$ 50,00","R$ 66,00",-21.6902673,-43.4361424
715,Juiz de Fora - MG,Recanto dos Lagos,Casa,30,0,2,0,"R$ 1.400,00","R$ 0,00","R$ 50,00",-21.7051597,-43.337145
716,Juiz de Fora - MG,São Mateus,SalÃ£o,27,0,0,0,"R$ 750,00","R$ 0,00","R$ 54,00",-21.7735943,-43.3546617
717,Juiz de Fora - MG,Bom Jardim,Apartamento,250,0,2,0,"R$ 2.500,00","R$ 0,00","R$ 280,00",-21.734464,-43.3354923
718,Juiz de Fora - MG,Vale do Ipe,Casa,62,2,1,1,"R$ 950,00","R$ 250,00","R$ 95,00",-21.7533384,-43.3648613
719,Juiz de Fora - MG,Centro,Apartamento,55,2,1,0,"R$ 750,00","R$ 250,00","R$ 64,00",-21.759859,-43.3467271
720,Juiz de Fora - MG,Centro,Apartamento,50,2,1,0,"R$ 1.100,00","R$ 150,00","R$ 153,00",-21.759859,-43.3467271
721,Juiz de Fora - MG,Progresso,GalpÃ£o,53,2,1,1,"R$ 650,00","R$ 205,00","R$ 0,00",-21.730895,-43.3464281
722,Juiz de Fora - MG,Centro,Apartamento,160,4,2,4,"R$ 1.850,00","R$ 0,00","R$ 0,00",-21.759859,-43.3467271
723,Juiz de Fora - MG,Vivendas da Serra,Apartamento,44,1,1,0,"R$ 650,00","R$ 180,00","R$ 64,00",-21.5597061,-43.0112788
724,Juiz de Fora - MG,Centro,Loja,47,2,0,1,"R$ 900,00","R$ 0,00","R$ 0,00",-21.759859,-43.3467271
725,Juiz de Fora - MG,Centro,Casa,61,2,1,1,"R$ 1.080,00","R$ 142,07","R$ 78,30",-21.759859,-43.3467271
726,Juiz de Fora - MG,Estrela Sul,Studio,67,2,1,0,"R$ 700,00","R$ 236,00","R$ 135,00",-21.7853626,-43.3546328
727,Juiz de Fora - MG,Teixeiras,Apartamento,85,2,1,1,"R$ 1.050,00","R$ 280,00","R$ 70,00",-21.7908663,-43.3623365
728,Juiz de Fora - MG,Vivendas da Serra,Apartamento,60,2,1,0,"R$ 850,00","R$ 140,00","R$ 70,00",-21.5597061,-43.0112788
729,Juiz de Fora - MG,Parque Guarani,Apartamento,18,0,1,0,"R$ 1.000,00","R$ 425,00","R$ 60,00",-21.3698876,-42.9633495
730,Juiz de Fora - MG,Manoel Honorio,Loja,36,1,1,1,"R$ 1.100,00","R$ 100,00","R$ 0,00",-21.7435044,-43.3537058
731,Juiz de Fora - MG,Centro,Loja,35,0,1,0,"R$ 1.000,00","R$ 200,00","R$ 150,00",-21.759859,-43.3467271
732,Juiz de Fora - MG,Teixeiras,Loja,64,2,0,0,"R$ 950,00","R$ 0,00","R$ 132,37",-21.7908663,-43.3623365
733,Juiz de Fora - MG,Centro,Sala,51,0,0,0,"R$ 3.200,00","R$ 14,00","R$ 150,00",-21.759859,-43.3467271
734,Juiz de Fora - MG,São Mateus,Kitnet,80,0,0,0,"R$ 2.500,00","R$ 0,00","R$ 50,00",-21.7735943,-43.3546617
735,Juiz de Fora - MG,Bandeirantes,Apartamento,400,5,5,12,"R$ 4.500,00","R$ 0,00","R$ 370,00",-21.7215787,-43.3541886
736,Juiz de Fora - MG,Distrito Industrial,GalpÃ£o,80,0,1,0,"R$ 2.990,00","R$ 0,00","R$ 0,00",-21.6817745,-43.4379323
737,Juiz de Fora - MG,Marilândia,Apartamento,100,2,2,1,"R$ 1.150,00","R$ 150,00","R$ 0,00",-21.7871711,-43.3907351
738,Juiz de Fora - MG,São Pedro,Apartamento,270,4,2,6,"R$ 7.000,00","R$ 0,00","R$ 477,70",-21.7708213,-43.3879244
739,Juiz de Fora - MG,Centro,Apartamento,50,1,1,0,"R$ 700,00","R$ 450,00","R$ 122,21",-21.759859,-43.3467271
740,Juiz de Fora - MG,Santa Luzia,Apartamento,66,4,1,0,"R$ 1.300,00","R$ 273,00","R$ 188,00",-21.7868628,-43.3447472
741,Juiz de Fora - MG,Centro,Sala,270,0,4,0,"R$ 7.400,00","R$ 1.450,00","R$ 550,00",-21.759859,-43.3467271
742,Juiz de Fora - MG,Centro,Casa,"1,208",0,4,0,"R$ 7.000,00","R$ 0,00","R$ 1.480,00",-21.759859,-43.3467271
743,Juiz de Fora - MG,Centro,Apartamento,70,1,1,1,"R$ 1.250,00","R$ 220,00","R$ 150,00",-21.759859,-43.3467271
744,Juiz de Fora - MG,São Mateus,Apartamento,48,2,1,1,"R$ 600,00","R$ 222,22","R$ 39,23",-21.7735943,-43.3546617
745,Juiz de Fora - MG,Centro,Apartamento,56,0,1,0,"R$ 2.900,00","R$ 380,00","R$ 103,25",-21.759859,-43.3467271
746,Juiz de Fora - MG,São Mateus,Apartamento,276,9,3,4,"R$ 5.500,00","R$ 0,00","R$ 611,14",-21.7735943,-43.3546617
747,Juiz de Fora - MG,São Mateus,Apartamento,52,1,1,1,"R$ 1.300,00","R$ 260,50","R$ 96,40",-21.7735943,-43.3546617
748,Juiz de Fora - MG,São Pedro,Loja,40,1,1,0,"R$ 650,00","R$ 150,00","R$ 0,00",-21.7708213,-43.3879244
749,Juiz de Fora - MG,Centro,Sala,60,2,1,1,"R$ 700,00","R$ 222,00","R$ 50,00",-21.759859,-43.3467271
750,Juiz de Fora - MG,Benfica,Casa,60,2,1,0,"R$ 690,00","R$ 0,00","R$ 0,00",-21.6902673,-43.4361424
751,Juiz de Fora - MG,São Pedro,Loja,70,0,1,0,"R$ 590,00","R$ 0,00","R$ 100,00",-21.7708213,-43.3879244
752,Juiz de Fora - MG,Centro,Loja,81,0,1,0,"R$ 9.000,00","R$ 0,00","R$ 757,92",-21.759859,-43.3467271
753,Juiz de Fora - MG,Morro da Glória,Sala,72,0,1,1,"R$ 2.800,00","R$ 0,00","R$ 0,00",-21.7491916,-43.354837
754,Juiz de Fora - MG,Centro,Apartamento,45,0,0,0,"R$ 1.150,00","R$ 0,00","R$ 0,00",-21.759859,-43.3467271
755,Juiz de Fora - MG,Paineiras,Apartamento,35,1,1,0,"R$ 500,00","R$ 260,00","R$ 70,00",-21.7657334,-43.3551152
756,Juiz de Fora - MG,Paineiras,Apartamento,75,2,1,1,"R$ 700,00","R$ 260,00","R$ 86,16",-21.7657334,-43.3551152
757,Juiz de Fora - MG,Paineiras,Apartamento,"10,000",0,0,0,"R$ 60.000,00","R$ 0,00","R$ 0,00",-21.7657334,-43.3551152
